2000
Svetlana,Bazhanova,1,142,9/5/1968,Russia,Moskva,Moscow
Nadezhda,Kovalenko,1,156,3/2/2001,Russia,Kamchatskiy Kray,Petropavlovsk-Kamchatskiy
Taras,Kasaty,0,185,3/5/1951,Russia,Arkhangelskaya Oblast,Arkhangelsk
Lada,Veselovskaya,1,165,20/10/1985,Russia,Moskva,Moscow
Bogdan,Myasnikov,0,191,2/6/1960,Russia,Rostovskaya Oblast,Rostov-na-Donu
Elvira,Sabitova,1,176,26/6/1994,Russia,Irkutskaya Oblast,Cheremkhovo
Nikita,Grankin,0,155,3/5/1957,Russia,Karachayevo-Cherkesiya,Cherkessk
Radomir,Chuprakov,0,175,11/3/2002,Russia,Vologodskaya Oblast,Vologda
Ekaterina,Semyanina,1,157,29/2/1989,Russia,Stavropolskiy Kray,Stavropol
Inna,Ryzhanova,1,168,20/2/1982,Russia,Karachayevo-Cherkesiya,Cherkessk
Katya,Varfolomeyeva,1,146,25/5/1970,Russia,Penzenskaya Oblast,Penza
Zakhar,Voronov,0,194,5/9/2005,Russia,Murmanskaya Oblast,Murmansk
Prokopy,Chaly,0,180,22/1/1989,Russia,Moskva,Moscow
Lina,Bugakova,1,152,8/5/1987,Russia,Moskva,Moscow
Stefania,Blokhina,1,152,25/8/1995,Russia,Primorskiy Kray,Arsenyev
Avtonom,Khloponin,0,182,23/3/1960,Russia,Voronezhskaya Oblast,Voronezh
Lina,Tsimmerman,1,169,14/5/1993,Russia,Moskva,Moscow
Anatoly,Savkin,0,167,6/6/1966,Russia,Nizhegorodskaya Oblast,Dzerzhinsk
Avip,Migunov,0,175,26/2/2001,Russia,Moskva,Moscow
Agafa,Khrebtova,1,164,6/6/1987,Russia,Chelyabinskaya Oblast,Chelyabinsk
Sviatoslav,Yelagin,0,177,27/9/1958,Russia,Permskiy Kray,Berezniki
Avtonoma,Polunina,1,151,11/2/1990,Russia,Rostovskaya Oblast,Millerovo
Agafiya,Shikalova,1,173,16/1/1977,Russia,Moskva,Moscow
Mila,Klimtsova,1,149,26/2/1957,Russia,Moskva,Moscow
Aviva,Sytnikova,1,176,27/11/2009,Russia,Moskva,Moscow
Avdifaks,Mikhalitsyn,0,187,10/8/2006,Russia,Moskovskaya Oblast,Podolsk
Agap,Polyakov,0,183,1/10/1961,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Danica,Sapogova,1,158,12/8/1982,Russia,Voronezhskaya Oblast,Voronezh
Tanya,Volodina,1,156,19/7/1955,Russia,Moskva,Moscow
Vlada,Serova,1,162,23/2/1950,Russia,Dagestan,Makhachkala
Eduard,Pervak,0,175,18/10/1980,Russia,Sverdlovskaya Oblast,Verkhnyaya Salda
Amvrosy,Blum,0,166,5/6/1951,Russia,Kabardino-Balkariya,Nalchik
Nadezhda,Smotrova,1,141,29/10/1998,Russia,Sankt-Peterburg,Saint Petersburg
Agapa,Senkina,1,150,16/2/1994,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Boris,Filippov,0,175,10/6/1985,Russia,Yaroslavskaya Oblast,Yaroslavl
Avdon,Zuykov,0,180,10/1/1988,Russia,Tverskaya Oblast,Tver
Arkadiy,Tryndin,0,178,25/9/1982,Russia,Sakha (Yakutiya),Srednekolymsk
Avenira,Davydova,1,157,11/10/1960,Russia,Tambovskaya Oblast,Tambov
Sophia,Omelnitskiaya,1,172,22/6/1961,Russia,Moskovskaya Oblast,Podolsk
Vesna,Obnizova,1,160,7/12/1969,Russia,Tatarstan,Kazan
Agavva,Nabatov,0,183,24/11/1989,Russia,Sankt-Peterburg,Saint Petersburg
Daria,Chilayeva,1,180,28/4/1996,Russia,Adygeya,Maykop
Melania,Amineva,1,161,15/11/1956,Russia,Moskva,Moscow
Marta,Norina,1,174,26/10/1955,Russia,Samarskaya Oblast,Novokuybyshevsk
Nevena,Emina,1,181,16/10/2008,Russia,Penzenskaya Oblast,Serdobsk
Agap,Burdukovsky,0,180,23/8/1983,Russia,Stavropolskiy Kray,Stavropol
Melania,Kosareva,1,165,14/1/1992,Russia,Sankt-Peterburg,Saint Petersburg
Joseph,Chernobrovin,0,167,11/8/2004,Russia,Tatarstan,Kazan
Yaroslav,Vedeneyev,0,169,10/2/1983,Russia,Kabardino-Balkariya,Nalchik
Ilya,Melnikov,0,173,24/9/1993,Russia,Kostromskaya Oblast,Sharya
Irina,Gruzdeva,1,151,28/10/1971,Russia,Penzenskaya Oblast,Kuznetsk
Magomedkhan,Aptekar,0,193,21/12/1962,Russia,Moskovskaya Oblast,Sergiyev Posad
Avenira,Fomichyova,1,174,12/1/1993,Russia,Tambovskaya Oblast,Tambov
Nectarios,Adaksin,0,170,3/12/1970,Russia,Altayskiy Kray,Biysk
Anton,Sapogov,0,188,3/5/1960,Russia,Yaroslavskaya Oblast,Rybinsk
Nina,Chernykh,1,144,8/3/2009,Russia,Chelyabinskaya Oblast,Chelyabinsk
Darko,Mirokhin,0,167,8/9/1986,Russia,Moskva,Moscow
Avros,Alexeyev,0,187,18/3/1982,Russia,Permskiy Kray,Chusovoy
Ekaterina,Karyavina,1,162,27/11/1958,Russia,Moskva,Moscow
Avtonoma,Kolontayeva,1,155,22/4/1980,Russia,Bashkortostan,Ufa
Avdon,Golovakha,0,190,12/1/1987,Russia,Sverdlovskaya Oblast,Yekaterinburg
Zora,Ramazanova,1,147,21/7/1969,Russia,Amurskaya Oblast,Svobodnyy
Katya,Poltorak,1,159,22/9/1972,Russia,Samarskaya Oblast,Samara
Vsevolod,Leshchyov,0,178,23/7/2003,Russia,Tatarstan,Leninogorsk
Avimelekh,Tsvilenev,0,166,7/1/1965,Russia,Permskiy Kray,Kungur
Elena,Kablukova,1,162,9/2/1976,Russia,Khabarovskiy Kray,Khabarovsk
Gennady,Khabensky,0,198,10/1/2006,Russia,Rostovskaya Oblast,Yegorlykskaya
Nevena,Volosenkova,1,164,8/11/1952,Russia,Belgorodskaya Oblast,Staryy Oskol
Margarita,Shukhova,1,165,18/1/1994,Russia,Stavropolskiy Kray,Kislovodsk
Maria,Bogun,1,139,24/2/1969,Russia,Krasnodarskiy Kray,Armavir
Xenia,Gagarina,1,167,7/8/1991,Russia,Arkhangelskaya Oblast,Arkhangelsk
Karolina,Ulyanina,1,152,24/9/2002,Russia,Stavropolskiy Kray,Pyatigorsk
Avundy,Trediakovsky,0,181,14/6/1979,Russia,Sakhalinskaya Oblast,Yuzhno-Sakhalinsk
Avreya,Panina,1,182,15/12/1983,Russia,Rostovskaya Oblast,Bataysk
Vera,Mosina,1,178,17/3/1965,Russia,Chelyabinskaya Oblast,Chelyabinsk
Natella,Ogurtsova,1,178,27/2/1960,Russia,Krasnoyarskiy Kray,Krasnoyarsk
Daria,Bolotnikova,1,174,22/12/1984,Russia,Dagestan,Makhachkala
Nataliya,Borodina,1,171,6/11/1972,Russia,Ivanovskaya Oblast,Afanasovo
Olga,Bok,1,167,19/3/1952,Russia,Rostovskaya Oblast,Rostov-na-Donu
Agafonika,Kasyanenko,1,155,10/4/1972,Russia,Tambovskaya Oblast,Tambov
Milica,Shukova,1,167,30/5/2008,Russia,Bashkortostan,Belebey
Slava,Nikolayev,0,188,13/6/1977,Russia,Tulskaya Oblast,Tula
Agapit,Osintsev,0,202,30/11/1955,Russia,Moskva,Moscow
Nevena,Protasova,1,154,2/6/1990,Russia,Moskva,Moscow
Avksivy,Fadeev,0,187,29/1/1958,Russia,Chelyabinskaya Oblast,Magnitogorsk
Ilya,Pankratov,0,183,25/1/1974,Russia,Astrakhanskaya Oblast,Astrakhan
Vesna,Andronikova,1,153,8/2/1973,Russia,Vologodskaya Oblast,Cherepovets
Abily,Alexeyev,0,190,8/8/1993,Russia,Tverskaya Oblast,Bologoye
Alexander,Yozhikov,0,171,6/12/1993,Russia,Moskva,Moscow
Avda,Ostaltsev,0,166,28/1/1967,Russia,Tatarstan,Krasnyye Chelny
Tanya,Guryeva,1,173,20/10/1965,Russia,Moskva,Moscow
Pyotr,Papanov,0,170,12/4/1969,Russia,Tatarstan,Krasnyye Chelny
Avdelay,Ivchenko,0,204,4/12/1973,Russia,Rostovskaya Oblast,Shakhty
Panteleimon,Arkhangelsky,0,176,17/11/1960,Russia,Nizhegorodskaya Oblast,Dzerzhinsk
Yefim,Kurchin,0,172,19/6/1951,Russia,Adygeya,Adygeysk
Gennadiya,Katayeva,1,152,18/11/1992,Russia,Rostovskaya Oblast,Bataysk
Diana,Pechkina,1,156,2/12/1951,Russia,Irkutskaya Oblast,Biryusinsk
Avreya,Vershinina,1,159,30/5/1966,Russia,Ulyanovskaya Oblast,Ulyanovsk
Agafopus,Mukhametshin,0,168,18/4/1981,Russia,Buryatiya,Ulan-Ude
Veniamin,Gusev,0,175,7/9/1964,Russia,Rostovskaya Oblast,Rostov-na-Donu
Svetoslav,Naumenko,0,169,10/6/1961,Russia,Moskovskaya Oblast,Solnechnogorsk
Abo,Letov,0,163,12/9/1983,Russia,Bashkortostan,Ufa
Khioniya,Bulygina,1,180,27/4/1995,Russia,Novosibirskaya Oblast,Ob
Avgustina,Yurkova,1,169,20/9/1970,Russia,Chelyabinskaya Oblast,Chelyabinsk
Valentin,Mitin,0,176,19/9/1951,Russia,Sverdlovskaya Oblast,Alapayevsk
Elena,Nepeina,1,170,6/12/1970,Russia,Altayskiy Kray,Kamen-na-Obi
Avgusta,Zuyeva,1,174,18/4/1964,Russia,Tyumenskaya Oblast,Tyumen
Abid,Borovkov,0,158,16/2/1962,Russia,Kirovskaya Oblast,Kirov
Galina,Sevostyanova,1,153,11/12/2004,Russia,Vologodskaya Oblast,Cherepovets
Nastja,Garifullina,1,173,26/1/1997,Russia,Zabaykalskiy Kray,Chita
Ratimir,Ushakov,0,190,21/2/1990,Russia,Bashkortostan,Sibay
Diana,Ilyasova,1,168,26/4/2009,Russia,Bashkortostan,Ufa
Veniamin,Tokmakov,0,175,7/5/1999,Russia,Moskva,Moscow
Fedot,Seleznyov,0,171,5/11/1969,Russia,Omskaya Oblast,Omsk
Kira,Paskhina,1,152,12/5/1953,Russia,Rostovskaya Oblast,Shakhty
Abagor,Shvernik,0,189,26/3/1974,Russia,Bashkortostan,Ufa
Yaroslav,Dolgorukov,0,170,5/11/1978,Russia,Moskva,Moscow
Avkt,Lobachevsky,0,158,28/2/1970,Russia,Bashkortostan,Ufa
Avenira,Mosyakova,1,150,28/8/1997,Russia,Bashkortostan,Kumertau
Danica,Sazonova,1,155,30/7/1985,Russia,Moskva,Moscow
Sophia,Tsaregorodtseva,1,169,14/5/1994,Russia,Sankt-Peterburg,Saint Petersburg
Rostislav,Rudin,0,166,22/3/1968,Russia,Adygeya,Maykop
Vladislav,Zarubin,0,184,17/1/1967,Russia,Kemerovskaya Oblast,Kemerovo
Stanislav,Gurkovsky,0,167,14/11/1975,Russia,Vologodskaya Oblast,Cherepovets
Vladimir,Kustov,0,189,29/8/1985,Russia,Sverdlovskaya Oblast,Yekaterinburg
Nastja,Novichkova,1,152,14/11/1991,Russia,Stavropolskiy Kray,Kislovodsk
Natasha,Shuldeshova,1,167,7/4/1988,Russia,Novosibirskaya Oblast,Novosibirsk
Taras,Dyatlov,0,172,3/3/2000,Russia,Sankt-Peterburg,Saint Petersburg
Irina,Tolstobrova,1,152,23/9/1979,Russia,Astrakhanskaya Oblast,Astrakhan
Sonia,Krasotkina,1,154,4/4/1972,Russia,Dagestan,Makhachkala
Avrey,Shlykov,0,184,16/5/1987,Russia,Kaliningradskaya Oblast,Kaliningrad
Margarita,Loginovskaya,1,158,15/2/1960,Russia,Omskaya Oblast,Omsk
Abel,Chendev,0,168,17/12/1970,Russia,Chelyabinskaya Oblast,Kyshtym
Avrelian,Yesaulov,0,165,30/4/1957,Russia,Orenburgskaya Oblast,Orenburg
Milena,Shchyotkina,1,171,3/5/1950,Russia,Stavropolskiy Kray,Stavropol
Sasha,Fukin,0,181,15/8/1975,Russia,Ulyanovskaya Oblast,Ulyanovsk
Agafiya,Amaliyeva,1,165,15/11/1990,Russia,Tatarstan,Almetyevsk
Avram,Annikov,0,172,23/12/1989,Russia,Bashkortostan,Ufa
Avros,Savvatimov,0,161,25/10/2000,Russia,Sankt-Peterburg,Saint Petersburg
Lana,Subbotina,1,164,27/12/1972,Russia,Rostovskaya Oblast,Novocherkassk
Lada,Seryogina,1,151,30/9/1989,Russia,Kaliningradskaya Oblast,Kaliningrad
Damir,Perezhogin,0,174,25/2/1970,Russia,Stavropolskiy Kray,Kislovodsk
Ruslana,Lobanova,1,155,9/3/1970,Russia,Volgogradskaya Oblast,Volgograd
Abo,Posokhov,0,156,6/3/1990,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,Salekhard
Avreliya,Losevskaya,1,167,28/11/1988,Russia,Moskva,Moscow
Ilya,Bebchuk,0,188,26/7/2002,Russia,Tatarstan,Kazan
Milan,Susnin,0,174,24/1/1954,Russia,Moskva,Moscow
Danica,Bogrova,1,172,22/4/1986,Russia,Magadanskaya Oblast,Magadan
Yevgeny,Datsishin,0,185,11/6/1984,Russia,Moskva,Moscow
Masha,Korolyova,1,149,7/6/1962,Russia,Moskva,Moscow
Rodion,Blokov,0,177,29/4/1978,Russia,Chelyabinskaya Oblast,Chelyabinsk
Kliment,Delov,0,181,17/6/2006,Russia,Khabarovskiy Kray,Nikolayevsk-na-Amure
Lada,Puzakova,1,174,14/3/1970,Russia,Krasnoyarskiy Kray,Krasnoyarsk
Rostislav,Verenich,0,158,18/3/1966,Russia,Bashkortostan,Ufa
Vera,Khabalova,1,160,21/2/1991,Russia,Nizhegorodskaya Oblast,Dzerzhinsk
Nevena,Rudina,1,151,4/5/1990,Russia,Kaliningradskaya Oblast,Chernyakhovsk
Marina,Rybakova,1,165,16/1/1980,Russia,Moskva,Moscow
Yulia,Zakharova,1,172,8/1/1954,Russia,Moskva,Moscow
Rodion,Minin,0,187,30/11/1972,Russia,Krasnodarskiy Kray,Severskaya
Avimelekh,Zavrazhny,0,187,10/1/2005,Russia,Khabarovskiy Kray,Khabarovsk
Magomedkhan,Pirozhkov,0,175,8/11/1993,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Avvakum,Menshikov,0,188,30/9/1998,Russia,Leningradskaya Oblast,Slantsy
Alexey,Zaporozhets,0,172,4/8/1990,Russia,Belgorodskaya Oblast,Valuyki
Kirill,Nenashev,0,178,4/2/1984,Russia,Altayskiy Kray,Barnaul
Valentina,Glazkova,1,156,17/8/1977,Russia,Penzenskaya Oblast,Penza
Nataliya,Vodovatova,1,154,18/9/1972,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,Novyy Urengoy
Nadezhda,Chaadayeva,1,166,19/12/2007,Russia,Moskva,Moscow
Avdelay,Sayankin,0,169,15/10/1963,Russia,Smolenskaya Oblast,Smolensk
Sonia,Ilyukhina,1,172,29/5/2003,Russia,Irkutskaya Oblast,Ust-Ordynskiy
Avtonoma,Levkina,1,175,11/2/1993,Russia,Udmurtiya,Sarapul
Abram,Chebotaryov,0,173,15/2/1976,Russia,Samarskaya Oblast,Samara
Galina,Lyubimtseva,1,165,30/10/1991,Russia,Chechnya,Groznyy
Anastasia,Oleneva,1,176,27/10/1981,Russia,Rostovskaya Oblast,Rostov-na-Donu
Nadezhda,Primakova,1,155,5/6/1980,Russia,Moskva,Moscow
Magomedkhan,Yesikov,0,181,15/12/1993,Russia,Sankt-Peterburg,Saint Petersburg
Abram,Chaly,0,178,30/5/1982,Russia,Volgogradskaya Oblast,Uryupinsk
Yevgeny,Mikhalitsin,0,182,17/9/1983,Russia,Irkutskaya Oblast,Angarsk
Joseph,Konovalov,0,177,27/11/2006,Russia,Penzenskaya Oblast,Penza
Zinovy,Polovtsev,0,182,3/2/2008,Russia,Kamchatskiy Kray,Petropavlovsk-Kamchatskiy
Avdakt,Shakmakov,0,179,28/3/1974,Russia,Udmurtiya,Glazov
Adam,Zhiglov,0,168,25/2/1964,Russia,Sverdlovskaya Oblast,Yekaterinburg
Nikita,Tsekhanovetsky,0,174,3/5/2003,Russia,Voronezhskaya Oblast,Voronezh
Stanislava,Podshivalova,1,167,10/1/1982,Russia,Novosibirskaya Oblast,Novosibirsk
Aventina,Gagarina,1,172,26/4/1967,Russia,Sankt-Peterburg,Saint Petersburg
Natalya,Kuptsova,1,172,30/1/2004,Russia,Yaroslavskaya Oblast,Rybinsk
Nataliya,Lavrova,1,182,29/4/1959,Russia,Udmurtiya,Izhevsk
Vesna,Andronikova,1,163,8/12/1962,Russia,Zabaykalskiy Kray,Chita
Antoniya,Zholdina,1,154,7/11/1960,Russia,Irkutskaya Oblast,Irkutsk
Fyodor,Sherstov,0,178,27/8/1968,Russia,Chelyabinskaya Oblast,Chelyabinsk
Pavsikakiy,Istomin,0,170,19/7/1962,Russia,Moskva,Moscow
Snezhana,Galygina,1,164,19/11/1989,Russia,Volgogradskaya Oblast,Volgograd
Nadezhda,Belikova,1,161,23/11/2002,Russia,Tomskaya Oblast,Tomsk
Svetoslav,Klimushin,0,168,19/6/1966,Russia,Sverdlovskaya Oblast,Yekaterinburg
Karolina,Yezhova,1,144,2/6/2009,Russia,Tyva,Kyzyl
Anton,Ankudinov,0,174,25/3/1992,Russia,Ulyanovskaya Oblast,Dimitrovgrad
Elena,Pechkina,1,170,6/5/1965,Russia,Moskva,Moscow
Yelena,Bugaychuk,1,159,6/9/1966,Russia,Sverdlovskaya Oblast,Yekaterinburg
Natasha,Buraya,1,155,17/6/1983,Russia,Komi,Pechora
Svetlana,Usenko,1,163,27/7/1954,Russia,Samarskaya Oblast,Samara
Averky,Karavayev,0,164,11/8/1977,Russia,Sankt-Peterburg,Saint Petersburg
Panteleimon,Ivashov,0,179,5/4/1970,Russia,Volgogradskaya Oblast,Volzhskiy
Yekaterina,Kapralova,1,159,21/4/1969,Russia,Moskovskaya Oblast,Serpukhov
Misha,Kapustin,0,165,24/7/1997,Russia,Sverdlovskaya Oblast,Pervouralsk
Avgustin,Umanov,0,189,22/3/2005,Russia,Krasnoyarskiy Kray,Kansk
Alexander,Balashov,0,168,12/2/1955,Russia,Sverdlovskaya Oblast,Krasnoufimsk
Jekaterina,Vasneva,1,149,29/6/1997,Russia,Moskva,Moscow
Aventin,Sharshin,0,166,15/11/1973,Russia,Stavropolskiy Kray,Stavropol
Nikola,Bazanov,0,188,17/3/1992,Russia,Kirovskaya Oblast,Kirov
Avram,Benediktov,0,178,8/5/1957,Russia,Sakha (Yakutiya),Yakutsk
Raisa,Zorina,1,165,16/5/2007,Russia,Moskva,Moscow
Oksana,Mosalyova,1,169,13/8/1993,Russia,Saratovskaya Oblast,Saratov
Antonina,Chernakova,1,158,20/6/1967,Russia,Moskva,Moscow
Yury,Posokhov,0,189,30/8/1979,Russia,Voronezhskaya Oblast,Voronezh
Slava,Franko,0,182,26/4/2004,Russia,Arkhangelskaya Oblast,Velsk
Agavva,Bogolepov,0,190,20/11/2001,Russia,Primorskiy Kray,Vladivostok
Nina,Yeliseyeva,1,157,21/9/2008,Russia,Sankt-Peterburg,Saint Petersburg
Daniel,Kashirsky,0,184,22/6/1964,Russia,Krasnodarskiy Kray,Novyy Sochi
Ekaterina,Shurygina,1,151,26/11/1953,Russia,Tambovskaya Oblast,Tambov
Magomedkhan,Assonov,0,174,20/4/1958,Russia,Novosibirskaya Oblast,Toguchin
Svetlana,Lubasheva,1,151,28/7/1991,Russia,Kirovskaya Oblast,Slobodskoy
Natalya,Kashirskaya,1,172,1/4/2003,Russia,Saratovskaya Oblast,Engels
Avelina,Kuzkina,1,159,14/1/1958,Russia,Moskva,Moscow
Avdelay,Potyomkin,0,169,1/9/1981,Russia,Saratovskaya Oblast,Saratov
Abamon,Guryanov,0,185,23/12/1951,Russia,Krasnodarskiy Kray,Armavir
Victor,Sechenov,0,176,3/7/1969,Russia,Tatarstan,Kazan
Osip,Leskov,0,169,28/11/2008,Russia,Primorskiy Kray,Vladivostok
Vesna,Komolova,1,180,26/4/1976,Russia,Tatarstan,Kazan
Lena,Nikulina,1,172,11/7/1998,Russia,Rostovskaya Oblast,Novocherkassk
Vesna,Lazareva,1,162,2/3/1998,Russia,Tatarstan,Kazan
Jekaterina,Unkovskaya,1,152,10/10/1950,Russia,Astrakhanskaya Oblast,Astrakhan
Marta,Shchurova,1,166,5/12/1995,Russia,Chelyabinskaya Oblast,Chelyabinsk
Vlada,Lachinova,1,165,29/1/1954,Russia,Novosibirskaya Oblast,Ob
Aviv,Yuryev,0,174,18/1/1979,Russia,Tatarstan,Almetyevsk
Karolina,Romanova,1,163,5/9/1981,Russia,Chuvashiya,Cheboksary
Agafopod,Vikhrov,0,177,1/5/1973,Russia,Saratovskaya Oblast,Engels
Leonid,Gunin,0,168,18/12/1964,Russia,Altayskiy Kray,Rubtsovsk
Avdiyes,Gribanov,0,158,24/2/1959,Russia,Moskva,Moscow
Avim,Primakov,0,171,23/9/2007,Russia,Volgogradskaya Oblast,Volgograd
Avgusta,Yesikova,1,155,25/7/1960,Russia,Novosibirskaya Oblast,Novosibirsk
Galina,Burkova,1,179,22/12/1981,Russia,Ryazanskaya Oblast,Kasimov
Nataliya,Sapozhnikova,1,161,18/6/1961,Russia,Rostovskaya Oblast,Rostov-na-Donu
Stanislava,Bukhalo,1,144,14/11/2004,Russia,Krasnoyarskiy Kray,Krasnoyarsk
Agapy,Vedeneyev,0,174,20/11/1953,Russia,Sverdlovskaya Oblast,Nizhniy Tagil
Georgy,Shchyotkin,0,179,29/12/1964,Russia,Sankt-Peterburg,Saint Petersburg
Elmir,Spanov,0,186,10/2/1971,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Avit,Zhuravlyov,0,165,20/5/1973,Russia,Moskva,Moscow
Tanya,Andreyushkina,1,166,2/11/1969,Russia,Kaliningradskaya Oblast,Baltiysk
Stanislava,Podshivalova,1,161,22/6/1966,Russia,Permskiy Kray,Perm
David,Epinger,0,169,7/7/1971,Russia,Kaluzhskaya Oblast,Kaluga
Olga,Manina,1,169,15/10/1999,Russia,Stavropolskiy Kray,Pyatigorsk
Abamon,Yurasov,0,184,4/4/1989,Russia,Samarskaya Oblast,Samara
Piotr,Murogov,0,179,9/11/1986,Russia,Chelyabinskaya Oblast,Magnitogorsk
Aurora,Chebotaryova,1,175,12/5/1993,Russia,Ryazanskaya Oblast,Sasovo
Zakhar,Lepyokhin,0,173,26/1/1950,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Surgut
